letter,page,line_start,line_end,n_lines,image,status,confidence,note
8,4,1889,1921,33,Oe_1_Bu_14526_0039_a1-L8_04.jpg,declared,ok,
8,5,1923,1957,35,Oe_1_Bu_14526_0039_a2-L8_05.jpg,declared,ok,
8,6,1959,1992,34,Oe_1_Bu_14526_0040_a1-L8_06.jpg,declared,ok,
8,7,1994,2026,33,Oe_1_Bu_14526_0040_a2-L8_07.jpg,declared,ok,
8,8,2028,2063,36,Oe_1_Bu_14526_0041_a1-L8_08.jpg,declared,ok,
8,9,2065,2099,35,Oe_1_Bu_14526_0041_a2-L8_09.jpg,declared,ok,
8,10,2101,2135,35,Oe_1_Bu_14526_0042_a1-L8_10.jpg,declared,ok,
8,11,2137,2170,34,Oe_1_Bu_14526_0042_a2-L8_11.jpg,declared,ok,
8,12,2172,2205,34,Oe_1_Bu_14526_0043_a1-L8_12.jpg,declared,ok,
8,13,2207,2241,35,Oe_1_Bu_14526_0043_a2-L8_13.jpg,declared,ok,
8,14,2243,2273,31,Oe_1_Bu_14526_0044_a1-L8_14.jpg,declared,ok,
8,15,2275,2304,30,Oe_1_Bu_14526_0044_a2-L8_15.jpg,declared,ok,
8,16,2306,2337,32,Oe_1_Bu_14526_0045_a1-L8_16.jpg,declared,ok,
8,17,2339,2370,32,Oe_1_Bu_14526_0045_a2-L8_17.jpg,declared,ok,
8,18,2372,2401,30,Oe_1_Bu_14526_0046_a1-L8_18.jpg,declared,ok,
8,19,2403,2433,31,Oe_1_Bu_14526_0046_a2-L8_19.jpg,declared,ok,
8,20,2435,2464,30,Oe_1_Bu_14526_0047_a1-L8_20.jpg,declared,ok,
8,21,2466,2496,31,Oe_1_Bu_14526_0047_a2-L8_21.jpg,declared,ok,
8,22,2498,2522,25,Oe_1_Bu_14526_0048_a1-L8_22.jpg,declared,ok,
9,1,2525,2551,27,Oe_1_Bu_14526_0049_b-L9_01.jpg,declared,ok,
9,2,2553,2580,28,Oe_1_Bu_14526_0050_a1-L9_02.jpg,declared,ok,
9,3,2582,2608,27,Oe_1_Bu_14526_0050_a2-L9_03.jpg,declared,ok,
9,4,2610,2639,30,Oe_1_Bu_14526_0051_a1-L9_04.jpg,declared,ok,
9,5,2641,2670,30,Oe_1_Bu_14526_0051_a2-L9_05.jpg,declared,ok,
9,6,2672,2700,29,Oe_1_Bu_14526_0052_a1-L9_06.jpg,declared,ok,
9,7,2702,2731,30,Oe_1_Bu_14526_0052_a2-L9_07.jpg,declared,ok,
9,8,2733,2760,28,Oe_1_Bu_14526_0053_a1-L9_08.jpg,declared,ok,
9,9,2762,2790,29,Oe_1_Bu_14526_0053_a2-L9_09.jpg,declared,ok,
9,10,2792,2819,28,Oe_1_Bu_14526_0054_a1-L9_10.jpg,declared,ok,
9,11,2821,2846,26,Oe_1_Bu_14526_0054_a2-L9_11.jpg,declared,ok,
9,12,2848,2874,27,Oe_1_Bu_14526_0055_a1-L9_12.jpg,declared,ok,
9,13,2876,2901,26,Oe_1_Bu_14526_0055_a2-L9_13.jpg,declared,ok,
10,1,2904,2928,25,Oe_1_Bu_14526_0057_b-L10_01.jpg,declared,ok,
10,2,2930,2960,31,Oe_1_Bu_14526_0058_a1-L10_02.jpg,declared,ok,
10,3,2962,2991,30,Oe_1_Bu_14526_0058_a2-L10_03.jpg,declared,ok,
10,4,2993,3022,30,Oe_1_Bu_14526_0059_a1-L10_04.jpg,declared,ok,
10,5,3024,3053,30,Oe_1_Bu_14526_0059_a2-L10_05.jpg,declared,ok,
10,6,3055,3083,29,Oe_1_Bu_14526_0060_a1-L10_06.jpg,declared,ok,
10,7,3085,3116,32,Oe_1_Bu_14526_0060_a2-L10_07.jpg,declared,ok,
10,8,3118,3148,31,Oe_1_Bu_14526_0061_a1-L10_08.jpg,declared,ok,
10,9,3150,3180,31,Oe_1_Bu_14526_0061_a2-L10_09.jpg,declared,ok,
10,10,3182,3210,29,Oe_1_Bu_14526_0062_a1-L10_10.jpg,declared,ok,
10,11,3212,3238,27,Oe_1_Bu_14526_0062_a2-L10_11.jpg,declared,ok,
10,12,3240,3266,27,Oe_1_Bu_14526_0063_a1-L10_12.jpg,declared,ok,
10,13,3268,3295,28,Oe_1_Bu_14526_0063_a2-L10_13.jpg,declared,ok,
10,14,3297,3322,26,Oe_1_Bu_14526_0064_a1-L10_14.jpg,declared,ok,
10,15,3324,3347,24,Oe_1_Bu_14526_0064_a2-L10_15.jpg,declared,ok,
11,1,3350,3387,38,Oe_1_Bu_14526_0066_b-L11_01.jpg,declared,ok,
11,2,3389,3427,39,Oe_1_Bu_14526_0067_a1-L11_02.jpg,declared,ok,
11,3,3429,3465,37,Oe_1_Bu_14526_0067_a2-L11_03.jpg,declared,ok,
11,4,3467,3503,37,Oe_1_Bu_14526_0068_a1-L11_04.jpg,declared,ok,
11,5,3505,3544,40,Oe_1_Bu_14526_0068_a2-L11_05.jpg,declared,ok,
11,6,3546,3582,37,Oe_1_Bu_14526_0069_a1-L11_06.jpg,declared,ok,
11,7,3584,3620,37,Oe_1_Bu_14526_0069_a2-L11_07.jpg,declared,ok,
11,8,3622,3655,34,Oe_1_Bu_14526_0070_a1-L11_08.jpg,declared,ok,
11,9,3657,3691,35,Oe_1_Bu_14526_0070_a2-L11_09.jpg,declared,ok,
11,10,3693,3725,33,Oe_1_Bu_14526_0071_a1-L11_10.jpg,declared,ok,
11,11,3727,3747,21,Oe_1_Bu_14526_0071_a2-L11_11.jpg,declared,ok,
12,1,3750,3789,40,Oe_1_Bu_14526_0072_b-L12_01.jpg,declared,ok,
12,2,3791,3832,42,Oe_1_Bu_14526_0073_a1-L12_02.jpg,declared,ok,
12,3,3834,3875,42,Oe_1_Bu_14526_0073_a2-L12_03.jpg,declared,ok,
12,4,3877,3916,40,Oe_1_Bu_14526_0074_a1-L12_04.jpg,declared,ok,
12,5,3918,3956,39,Oe_1_Bu_14526_0074_a2-L12_05.jpg,declared,ok,
12,6,3958,3997,40,Oe_1_Bu_14526_0075_a1-L12_06.jpg,declared,ok,
12,7,3999,4040,42,Oe_1_Bu_14526_0075_a2-L12_07.jpg,declared,ok,
12,8,4042,4079,38,Oe_1_Bu_14526_0076_a1-L12_08.jpg,declared,ok,
12,9,4081,4119,39,Oe_1_Bu_14526_0076_a2-L12_09.jpg,declared,ok,
12,10,4121,4155,35,Oe_1_Bu_14526_0077_a1-L12_10.jpg,declared,ok,
12,11,4157,4177,21,Oe_1_Bu_14526_0077_a2-L12_11.jpg,declared,ok,
13,1,4180,4212,33,Oe_1_Bu_14526_0078_b-L13_01.jpg,declared,ok,
13,2,4214,4247,34,Oe_1_Bu_14526_0079_a1-L13_02.jpg,declared,ok,
13,3,4249,4281,33,Oe_1_Bu_14526_0079_a2-L13_03.jpg,declared,ok,
13,4,4283,4313,31,Oe_1_Bu_14526_0080_a1-L13_04.jpg,declared,ok,
13,5,4315,4345,31,Oe_1_Bu_14526_0080_a2-L13_05.jpg,declared,ok,
13,6,4347,4363,17,Oe_1_Bu_14526_0081_a1-L13_06.jpg,declared,ok,
14,1,4366,4400,35,Oe_1_Bu_14526_0082_b-L14_01.jpg,declared,ok,
14,2,4402,4436,35,Oe_1_Bu_14526_0083_a1-L14_02.jpg,declared,ok,
14,3,4438,4472,35,Oe_1_Bu_14526_0083_a2-L14_03.jpg,declared,ok,
14,4,4474,4505,32,Oe_1_Bu_14526_0084_a1-L14_04.jpg,declared,ok,
14,5,4507,4540,34,Oe_1_Bu_14526_0084_a2-L14_05.jpg,declared,ok,
14,6,4542,4576,35,Oe_1_Bu_14526_0085_a1-L14_06.jpg,declared,ok,
14,7,4578,4612,35,Oe_1_Bu_14526_0085_a2-L14_07.jpg,declared,ok,
14,8,4614,4648,35,Oe_1_Bu_14526_0086_a1-L14_08.jpg,declared,ok,
14,9,4650,4683,34,Oe_1_Bu_14526_0086_a2-L14_09.jpg,declared,ok,
14,10,4685,4720,36,Oe_1_Bu_14526_0087_a1-L14_10.jpg,declared,ok,
14,11,4722,4754,33,Oe_1_Bu_14526_0087_a2-L14_11.jpg,declared,ok,
14,12,4756,4771,16,Oe_1_Bu_14526_0088_a-L14_12.jpg,declared,ok,
15,1,4774,4808,35,Oe_1_Bu_14526_0088_b-L15_01.jpg,declared,ok,
15,2,4810,4841,32,Oe_1_Bu_14526_0089_a1-L15_02.jpg,declared,ok,
15,3,4843,4868,26,Oe_1_Bu_14526_0089_a2-L15_03.jpg,declared,ok,
15,4,4870,4896,27,Oe_1_Bu_14526_0090_a1-L15_04.jpg,declared,ok,
15,5,4898,4929,32,Oe_1_Bu_14526_0090_a2-L15_05.jpg,declared,ok,
15,6,4931,4956,26,Oe_1_Bu_14526_0091_a1-L15_06.jpg,declared,ok,
16,1,4959,4990,32,Oe_1_Bu_14526_0092_b-L16_01.jpg,declared,ok,
16,2,4992,5023,32,Oe_1_Bu_14526_0093_a1-L16_02.jpg,declared,ok,
16,3,5025,5054,30,Oe_1_Bu_14526_0093_a2-L16_03.jpg,declared,ok,
16,4,5056,5085,30,Oe_1_Bu_14526_0094_a1-L16_04.jpg,declared,ok,
16,5,5087,5116,30,Oe_1_Bu_14526_0094_a2-L16_05.jpg,declared,ok,
16,6,5118,5148,31,Oe_1_Bu_14526_0095_a1-L16_06.jpg,declared,ok,
16,7,5150,5178,29,Oe_1_Bu_14526_0095_a2-L16_07.jpg,declared,ok,
16,8,5180,5206,27,Oe_1_Bu_14526_0096_a1-L16_08.jpg,declared,ok,
16,9,5208,5237,30,Oe_1_Bu_14526_0096_a2-L16_09.jpg,declared,ok,
16,10,5239,5269,31,Oe_1_Bu_14526_0097_a1-L16_10.jpg,declared,ok,
16,11,5271,5301,31,Oe_1_Bu_14526_0097_a2-L16_11.jpg,declared,ok,
16,12,5303,5332,30,Oe_1_Bu_14526_0098_a1-L16_12.jpg,declared,ok,
16,13,5334,5365,32,Oe_1_Bu_14526_0098_a2-L16_13.jpg,declared,ok,
16,14,5367,5397,31,Oe_1_Bu_14526_0099_a1-L16_14.jpg,declared,ok,
16,15,5399,5429,31,Oe_1_Bu_14526_0099_a2-L16_15.jpg,declared,ok,
16,16,5431,5463,33,Oe_1_Bu_14526_0100_a1-L16_16.jpg,declared,ok,
16,17,5465,5494,30,Oe_1_Bu_14526_0100_a2-L16_17.jpg,declared,ok,
16,18,5496,5526,31,Oe_1_Bu_14526_0101_a1-L16_18.jpg,declared,ok,
17,1,5529,5546,18,Oe_1_Bu_14526_0103_b-L17_01.jpg,declared,ok,
17,2,5548,5566,19,Oe_1_Bu_14526_0104_a1-L17_02.jpg,declared,ok,
17,3,5568,5587,20,Oe_1_Bu_14526_0104_a2-L17_03.jpg,declared,ok,
17,4,5589,5608,20,Oe_1_Bu_14526_0105_a1-L17_04.jpg,declared,ok,
17,5,5610,5628,19,Oe_1_Bu_14526_0105_a2-L17_05.jpg,declared,ok,
17,6,5630,5650,21,Oe_1_Bu_14526_0106_a1-L17_06.jpg,declared,ok,
17,7,5652,5672,21,Oe_1_Bu_14526_0106_a2-L17_07.jpg,declared,ok,
17,8,5674,5692,19,Oe_1_Bu_14526_0107_a1-L17_08.jpg,declared,ok,
17,9,5694,5712,19,Oe_1_Bu_14526_0107_a2-L17_09.jpg,declared,ok,
17,10,5714,5737,24,Oe_1_Bu_14526_0108_a1-L17_10.jpg,declared,ok,
18,1,5740,5759,20,Oe_1_Bu_14526_0109_b-L18_01.jpg,declared,ok,
18,2,5761,5779,19,Oe_1_Bu_14526_0110_a1-L18_02.jpg,declared,ok,
18,3,5781,5799,19,Oe_1_Bu_14526_0110_a2-L18_03.jpg,declared,ok,
18,4,5801,5818,18,Oe_1_Bu_14526_0111_a1-L18_04.jpg,declared,ok,
18,5,5820,5839,20,Oe_1_Bu_14526_0111_a2-L18_05.jpg,declared,ok,
18,6,5841,5857,17,Oe_1_Bu_14526_0112_a1-L18_06.jpg,declared,ok,
18,7,5859,5878,20,Oe_1_Bu_14526_0112_a2-L18_07.jpg,declared,ok,
18,8,5880,5899,20,Oe_1_Bu_14526_0113_a1-L18_08.jpg,declared,ok,
18,9,5901,5920,20,Oe_1_Bu_14526_0113_a2-L18_09.jpg,declared,ok,
18,10,5922,5940,19,Oe_1_Bu_14526_0114_a1-L18_10.jpg,declared,ok,
18,11,5942,5962,21,Oe_1_Bu_14526_0114_a2-L18_11.jpg,declared,ok,
18,12,5964,5982,19,Oe_1_Bu_14526_0115_a1-L18_12.jpg,declared,ok,
18,13,5984,6002,19,Oe_1_Bu_14526_0115_a2-L18_13.jpg,declared,ok,
18,14,6004,6022,19,Oe_1_Bu_14526_0116_a1-L18_14.jpg,declared,ok,
18,15,6024,6043,20,Oe_1_Bu_14526_0116_a2-L18_15.jpg,declared,ok,
18,16,6045,6063,19,Oe_1_Bu_14526_0117_a1-L18_16.jpg,declared,ok,
18,17,6065,6084,20,Oe_1_Bu_14526_0117_a2-L18_17.jpg,declared,ok,
18,18,6086,6105,20,Oe_1_Bu_14526_0118_a1-L18_18.jpg,declared,ok,
18,19,6107,6124,18,Oe_1_Bu_14526_0118_a2-L18_19.jpg,declared,ok,
18,20,6126,6144,19,Oe_1_Bu_14526_0119_a1-L18_20.jpg,declared,ok,
18,21,6146,6164,19,Oe_1_Bu_14526_0119_a2-L18_21.jpg,declared,ok,
18,22,6166,6181,16,Oe_1_Bu_14526_0120_a1-L18_22.jpg,declared,ok,
18,23,6183,6201,19,Oe_1_Bu_14526_0120_a2-L18_23.jpg,declared,ok,
18,24,6203,6222,20,Oe_1_Bu_14526_0121_a1-L18_24.jpg,declared,ok,
18,25,6224,6245,22,Oe_1_Bu_14526_0121_a2-L18_25.jpg,declared,ok,
18,26,6247,6264,18,Oe_1_Bu_14526_0122_a1-L18_26.jpg,declared,ok,
18,27,6266,6283,18,Oe_1_Bu_14526_0122_a2-L18_27.jpg,declared,ok,
18,28,6285,6303,19,Oe_1_Bu_14526_0123_a-L18_28.jpg,declared,ok,
19,1,6306,6334,29,Oe_1_Bu_14526_0123_b-L19_01.jpg,declared,ok,
19,2,6336,6367,32,Oe_1_Bu_14526_0124_a1-L19_02.jpg,declared,ok,
19,3,6369,6396,28,Oe_1_Bu_14526_0124_a2-L19_03.jpg,declared,ok,
19,4,6398,6424,27,Oe_1_Bu_14526_0125_a1-L19_04.jpg,declared,ok,
19,5,6426,6449,24,Oe_1_Bu_14526_0125_a2-L19_05.jpg,declared,ok,
19,6,6451,6482,32,Oe_1_Bu_14526_0126_a1-L19_06.jpg,declared,ok,
19,7,6484,6511,28,Oe_1_Bu_14526_0126_a2-L19_07.jpg,declared,ok,
19,8,6513,6540,28,Oe_1_Bu_14526_0127_a1-L19_08.jpg,declared,ok,
19,9,6542,6567,26,Oe_1_Bu_14526_0127_a2-L19_09.jpg,declared,ok,
19,10,6569,6592,24,Oe_1_Bu_14526_0128_a1-L19_10.jpg,declared,ok,
19,11,6594,6619,26,Oe_1_Bu_14526_0128_a2-L19_11.jpg,declared,ok,
19,12,6621,6647,27,Oe_1_Bu_14526_0129_a1-L19_12.jpg,declared,ok,
19,13,6649,6674,26,Oe_1_Bu_14526_0129_a2-L19_13.jpg,declared,ok,
19,14,6676,6697,22,Oe_1_Bu_14526_0130_a1-L19_14.jpg,declared,ok,
19,15,6699,6719,21,Oe_1_Bu_14526_0130_a2-L19_15.jpg,declared,ok,
19,16,6721,6741,21,Oe_1_Bu_14526_0131_a1-L19_16.jpg,declared,ok,
19,17,6743,6763,21,Oe_1_Bu_14526_0131_a2-L19_17.jpg,declared,ok,
19,18,6765,6785,21,Oe_1_Bu_14526_0132_a1-L19_18.jpg,declared,ok,
19,19,6787,6809,23,Oe_1_Bu_14526_0132_a2-L19_19.jpg,declared,ok,
20,1,6812,6829,18,Oe_1_Bu_14526_0134_b-L20_01.jpg,declared,ok,
21,1,6832,6856,25,Oe_1_Bu_14526_0136_b-L21_01.jpg,declared,ok,
21,2,6858,6884,27,Oe_1_Bu_14526_0137_a1-L21_02.jpg,declared,ok,
21,3,6886,6911,26,Oe_1_Bu_14526_0137_a2-L21_03.jpg,declared,ok,
21,4,6913,6936,24,Oe_1_Bu_14526_0138_a-L21_04.jpg,declared,ok,
22,1,6939,6959,21,Oe_1_Bu_14526_0138_b-L22_01.jpg,declared,ok,
23,1,6962,6989,28,Oe_1_Bu_14526_0139_a2-L23_01.jpg,declared,ok,
23,2,6991,7014,24,Oe_1_Bu_14526_0140_a1-L23_02.jpg,declared,ok,
23,3,7016,7039,24,Oe_1_Bu_14526_0140_a2-L23_03.jpg,declared,ok,
23,4,7041,7064,24,Oe_1_Bu_14526_0141_a1-L23_04.jpg,declared,ok,
23,5,7066,7089,24,Oe_1_Bu_14526_0141_a2-L23_05.jpg,declared,ok,
23,6,7091,7113,23,Oe_1_Bu_14526_0142_a1-L23_06.jpg,declared,ok,
23,7,7115,7138,24,Oe_1_Bu_14526_0142_a2-L23_07.jpg,declared,ok,
23,8,7140,7162,23,Oe_1_Bu_14526_0143_a1-L23_08.jpg,declared,ok,
23,9,7164,7185,22,Oe_1_Bu_14526_0143_a2-L23_09.jpg,declared,ok,
23,10,7187,7209,23,Oe_1_Bu_14526_0144_a1-L23_10.jpg,declared,ok,
23,11,7211,7236,26,Oe_1_Bu_14526_0144_a2-L23_11.jpg,declared,ok,
23,12,7238,7264,27,Oe_1_Bu_14526_0145_a1-L23_12.jpg,declared,ok,
23,13,7266,7289,24,Oe_1_Bu_14526_0145_a2-L23_13.jpg,declared,ok,
23,14,7291,7313,23,Oe_1_Bu_14526_0146_a1-L23_14.jpg,declared,ok,
23,15,7315,7336,22,Oe_1_Bu_14526_0146_a2-L23_15.jpg,declared,ok,
23,16,7338,7360,23,Oe_1_Bu_14526_0147_a1-L23_16.jpg,declared,ok,
23,17,7362,7383,22,Oe_1_Bu_14526_0147_a2-L23_17.jpg,declared,ok,
23,18,7385,7409,25,Oe_1_Bu_14526_0148_a1-L23_18.jpg,declared,ok,
23,19,7411,7438,28,Oe_1_Bu_14526_0148_a2-L23_19.jpg,declared,ok,
23,20,7440,7465,26,Oe_1_Bu_14526_0149_a1-L23_20.jpg,declared,ok,
23,21,7467,7489,23,Oe_1_Bu_14526_0149_a2-L23_21.jpg,declared,ok,
23,22,7491,7516,26,Oe_1_Bu_14526_0150_a1-L23_22.jpg,declared,ok,
23,23,7518,7551,34,Oe_1_Bu_14526_0150_a2-L23_23.jpg,declared,ok,
23,24,7553,7585,33,Oe_1_Bu_14526_0151_a1-L23_24.jpg,declared,ok,
23,25,7587,7616,30,Oe_1_Bu_14526_0151_a2-L23_25.jpg,declared,ok,
23,26,7618,7636,19,Oe_1_Bu_14526_0153_a1-L23_26.jpg,declared,ok,
24,1,7639,7664,26,Oe_1_Bu_14526_0154_a2-L24_01.jpg,declared,ok,
24,2,7666,7700,35,Oe_1_Bu_14526_0155_a1-L24_02.jpg,declared,ok,
25,1,7703,7737,35,Oe_1_Bu_14526_0156_a2-L25_01.jpg,declared,ok,
25,2,7739,7769,31,Oe_1_Bu_14526_0157_a1-L25_02.jpg,declared,ok,
25,3,7771,7777,7,Oe_1_Bu_14526_0157_a2-L25_03.jpg,declared,ok,
26,1,7780,7805,26,Oe_1_Bu_14526_0159_a2-L26_01.jpg,declared,ok,
26,2,7807,7831,25,Oe_1_Bu_14526_0160_a1-L26_02.jpg,declared,ok,
26,3,7833,7859,27,Oe_1_Bu_14526_0160_a2-L26_03.jpg,declared,ok,
26,4,7861,7881,21,Oe_1_Bu_14526_0161_a1-L26_04.jpg,declared,ok,
27,1,7884,7904,21,Oe_1_Bu_14526_0161_a2-L27_01.jpg,declared,ok,
27,2,7906,7932,27,Oe_1_Bu_14526_0162_a1-L27_02.jpg,declared,ok,
27,3,7934,7954,21,Oe_1_Bu_14526_0162_a2-L27_03.jpg,declared,ok,
28,1,7957,7982,26,Oe_1_Bu_14526_0163_a2-L28_01.jpg,declared,ok,
28,2,7984,7999,16,Oe_1_Bu_14526_0164_a1-L28_02.jpg,declared,ok,
29,1,8002,8029,28,Oe_1_Bu_14526_0165_a2-L29_01.jpg,declared,ok,
30,1,8032,8067,36,Oe_1_Bu_14526_0166_a2-L30_01.jpg,declared,ok,
30,2,8069,8104,36,Oe_1_Bu_14526_0167_a1-L30_02.jpg,declared,ok,
30,3,8106,8138,33,Oe_1_Bu_14526_0167_a2-L31_01.jpg,declared,ok,
30,4,8140,8161,22,Oe_1_Bu_14526_0168_a1-L31_02.jpg,declared,ok,
30,5,8163,8171,9,Oe_1_Bu_14526_0169_a2-L32_01.jpg,declared,ok,
0,,,,,Oe_1_Bu_14526_0001_a-front.jpg,front_matter,n/a,not part of any letter
